Words,Count,Adjusted_Freq,Valence,Subjectivity
1618,25,0.011941553,0,0
50,25,0.011941553,0,0
why,25,0.011941553,0,0
return,25,0.011941553,0,0
store,25,0.011941553,0,0
person,24,0.011463891,0,0
psychiatric,24,0.011463891,0,0
angry,24,0.011463891,-0.5,1
grandma,24,0.011463891,0,0
case,24,0.011463891,0,0
next,24,0.011463891,0,0
Christian,24,0.011463891,0,0
we,24,0.011463891,0,0
skipping,24,0.011463891,0,0
denies,24,0.011463891,0,0
girls,24,0.011463891,0,0
basis,24,0.011463891,0,0
boy,24,0.011463891,0,0
growing,24,0.011463891,0,0
anyone,24,0.011463891,0,0
struggling,24,0.011463891,0,0
Did,24,0.011463891,0,0
2007,24,0.011463891,0,0
talking,24,0.011463891,0,0
report,24,0.011463891,0,0
however,24,0.011463891,0,0
teachers,24,0.011463891,0,0
environment,24,0.011463891,0,0
continue,24,0.011463891,0,0
given,24,0.011463891,0,0
cheating,23,0.010986229,0,0
right,23,0.010986229,0.285714286,0.535714286
believes,23,0.010986229,0,0
scholarship,23,0.010986229,0,0
large,23,0.010986229,0.214285714,0.428571429
plan,23,0.010986229,0,0
7th,23,0.010986229,0,0
teacher,23,0.010986229,0,0
There,23,0.010986229,0,0
closest,23,0.010986229,0,0
picked,23,0.010986229,0,0
give,23,0.010986229,0,0
little,23,0.010986229,-0.1875,0.5
dated,23,0.010986229,0,0
Kindergarten,23,0.010986229,0,0
either,23,0.010986229,0,0
2004,23,0.010986229,0,0
46,23,0.010986229,0,0
shots,23,0.010986229,0,0
focus,23,0.010986229,0,0
1820,23,0.010986229,0,0
60,23,0.010986229,0,0
Pint,23,0.010986229,0,0
prescription,23,0.010986229,0,0
behavior,23,0.010986229,0,0
release,22,0.010508567,0,0
average,22,0.010508567,-0.15,0.4
joined,22,0.010508567,0,0
Has,22,0.010508567,0,0
partying,22,0.010508567,0,0
ago,22,0.010508567,0,0
enrolled,22,0.010508567,0,0
great,22,0.010508567,0.8,0.75
physician,22,0.010508567,0,0
can,22,0.010508567,0,0
discovered,22,0.010508567,0,0
learning,22,0.010508567,0,0
Feels,22,0.010508567,0,0
liked,22,0.010508567,0.6,0.8
3545,22,0.010508567,0,0
As,22,0.010508567,0,0
education,22,0.010508567,0,0
disability,22,0.010508567,0,0
girl,22,0.010508567,0,0
relapsed,22,0.010508567,0,0
constant,22,0.010508567,0,0.333333333
beat,22,0.010508567,0,0
gone,22,0.010508567,0,0
48,22,0.010508567,0,0
appetite,22,0.010508567,0,0
Family,22,0.010508567,0,0
nursing,22,0.010508567,0,0
academically,22,0.010508567,0,0
looking,21,0.010030905,0,0
music,21,0.010030905,0,0
resulted,21,0.010030905,0,0
certain,21,0.010030905,0.214285714,0.571428571
prior,21,0.010030905,0,0
MIDDLE,21,0.010030905,0,0
Sobriety,21,0.010030905,0,0
let,21,0.010030905,0,0
becoming,21,0.010030905,0.45,0.85
occasionally,21,0.010030905,0,0.125
drop,21,0.010030905,0,0
cause,21,0.010030905,0,0
details,21,0.010030905,0,0
side,21,0.010030905,0,0
bar,21,0.010030905,0,0
threw,21,0.010030905,0,0
pint,21,0.010030905,0,0
students,21,0.010030905,0,0
town,21,0.010030905,0,0
2003,21,0.010030905,0,0
2000,21,0.010030905,0,0
TO,21,0.010030905,0,0
43,21,0.010030905,0,0
enjoy,21,0.010030905,0.4,0.5
mg,21,0.010030905,0,0
10th,21,0.010030905,0,0
though,21,0.010030905,0,0
removed,21,0.010030905,0,0
blunt,21,0.010030905,0,0
worse,21,0.010030905,-0.4,0.6
employment,21,0.010030905,0,0
Following,21,0.010030905,0,0.1
Laureate,20,0.009553243,0,0
YOUNG,20,0.009553243,0.1,0.4
truck,20,0.009553243,0,0
pulled,20,0.009553243,0,0
wanting,20,0.009553243,0,0
ADULT,20,0.009553243,0.1,0.3
parties,20,0.009553243,0,0
door,20,0.009553243,0,0
focusing,20,0.009553243,0,0
recent,20,0.009553243,0,0.25
primarily,20,0.009553243,0.4,0.5
Community,20,0.009553243,0,0
stomach,20,0.009553243,0,0
face,20,0.009553243,0,0
Depression,20,0.009553243,0,0
forced,20,0.009553243,-0.3,0.2
asleep,20,0.009553243,0,0
experiences,20,0.009553243,0,0
AA,20,0.009553243,0,0
lose,20,0.009553243,0,0
However,20,0.009553243,0,0
additional,20,0.009553243,0,0
fell,20,0.009553243,0,0
sharing,20,0.009553243,0,0
Walmart,20,0.009553243,0,0
extremely,20,0.009553243,-0.125,1
unhappy,20,0.009553243,-0.6,0.9
dropping,20,0.009553243,0,0
FT,20,0.009553243,0,0
breakup,20,0.009553243,0,0
preschool,20,0.009553243,0,0
injured,20,0.009553243,0,0
dads,20,0.009553243,0,0
everything,20,0.009553243,0,0
10mg,20,0.009553243,0,0
Date,20,0.009553243,0,0
license,20,0.009553243,0,0
woke,20,0.009553243,0,0
turned,19,0.00907558,0,0
That,19,0.00907558,0,0
missed,19,0.00907558,0,0
sometimes,19,0.00907558,0,0
OF,19,0.00907558,0,0
allow,19,0.00907558,0,0
avoid,19,0.00907558,0,0
Health,19,0.00907558,0,0
Later,19,0.00907558,0,0
ex,19,0.00907558,0,0
failure,19,0.00907558,-0.316666667,0.3
outpatient,19,0.00907558,0,0
missing,19,0.00907558,-0.2,0.05
employed,19,0.00907558,0,0
immediately,19,0.00907558,0,0
teaching,19,0.00907558,0,0
wreck,19,0.00907558,0,0
Services,19,0.00907558,0,0
Although,19,0.00907558,0,0
New,19,0.00907558,0.136363636,0.454545455
intoxication,19,0.00907558,0,0
members,19,0.00907558,0,0
beginning,19,0.00907558,0,0
least,19,0.00907558,-0.3,0.4
2002,19,0.00907558,0,0
works,19,0.00907558,0,0
introduced,19,0.00907558,0,0
fulltime,19,0.00907558,0,0
fought,19,0.00907558,0,0
stressful,19,0.00907558,0,0
guilty,19,0.00907558,-0.5,1
separate,19,0.00907558,0,0
START,19,0.00907558,0,0
Oct,19,0.00907558,0,0
tension,19,0.00907558,0,0
sick,19,0.00907558,-0.714285714,0.857142857
warrants,19,0.00907558,0,0
hanging,18,0.008597918,0,0
tired,18,0.008597918,-0.4,0.7
hold,18,0.008597918,0,0
wrong,18,0.008597918,-0.5,0.9
fit,18,0.008597918,0.4,0.4
transferred,18,0.008597918,0,0
falling,18,0.008597918,0,0
Associates,18,0.008597918,0,0
weekly,18,0.008597918,0,0
thinks,18,0.008597918,0,0
House,18,0.008597918,0,0
hobbies,18,0.008597918,0,0
paper,18,0.008597918,0,0
crying,18,0.008597918,-0.2,0.6
JUNIOR,18,0.008597918,0,0
walked,18,0.008597918,0,0
realized,18,0.008597918,0,0
upon,18,0.008597918,0,0
ill,18,0.008597918,-0.5,1
Recovery,18,0.008597918,0,0
SH,18,0.008597918,0,0
Father,18,0.008597918,0,0
telling,18,0.008597918,0,0
meet,18,0.008597918,0,0
Stepfather,18,0.008597918,0,0
eat,18,0.008597918,0,0
seek,18,0.008597918,0,0
finally,18,0.008597918,0,1
mixed,18,0.008597918,0,0.25
energy,18,0.008597918,0,0
Participants,18,0.008597918,0,0
treated,18,0.008597918,0,0
husbands,18,0.008597918,0,0
Oxycontin,18,0.008597918,0,0
traumatic,18,0.008597918,0,0
neighbors,18,0.008597918,0,0
local,18,0.008597918,0,0
sure,18,0.008597918,0.5,0.888888889
premature,18,0.008597918,0,0
interested,18,0.008597918,0.25,0.5
methamphetamine,18,0.008597918,0,0
short,18,0.008597918,0,0.3
Both,18,0.008597918,0,0
helping,18,0.008597918,0,0
something,18,0.008597918,0,0
bought,18,0.008597918,0,0
insomnia,17,0.008120256,0,0
argument,17,0.008120256,0,0
twin,17,0.008120256,0,0
memories,17,0.008120256,0,0
halfway,17,0.008120256,0,0
sell,17,0.008120256,0,0
play,17,0.008120256,0,0
OR,17,0.008120256,0,0
process,17,0.008120256,0,0
socializing,17,0.008120256,0,0
Once,17,0.008120256,0,0
glasses,17,0.008120256,0,0
usually,17,0.008120256,-0.25,0.25
begin,17,0.008120256,0,0
Mexico,17,0.008120256,0,0
overall,17,0.008120256,0,0
hits,17,0.008120256,0,0
warrant,17,0.008120256,0,0
marital,17,0.008120256,0,0
diet,17,0.008120256,0,0
visit,17,0.008120256,0,0
arguments,17,0.008120256,0,0
bottle,17,0.008120256,0,0
controlling,17,0.008120256,0,0
done,17,0.008120256,0,0
majority,17,0.008120256,0,0
irritable,17,0.008120256,0,0
finished,17,0.008120256,0,0
shelter,17,0.008120256,0,0
periods,17,0.008120256,0,0
42,17,0.008120256,0,0
April,17,0.008120256,0,0
changed,17,0.008120256,0,0
Colorado,17,0.008120256,0,0
driver,17,0.008120256,0,0
liter,17,0.008120256,0,0
sold,17,0.008120256,0,0
baseball,17,0.008120256,0,0
brain,17,0.008120256,0,0
Months,17,0.008120256,0,0
addicted,16,0.007642594,-0.4,0.6
halfbrother,16,0.007642594,0,0
Weekends,16,0.007642594,0,0
drive,16,0.007642594,0,0
assistant,16,0.007642594,0,0
situation,16,0.007642594,0,0
followed,16,0.007642594,0,0
self,16,0.007642594,0,0
improved,16,0.007642594,0,0
worsened,16,0.007642594,0,0
FALSE,16,0.007642594,-0.4,0.6
concealing,16,0.007642594,0,0
crack,16,0.007642594,0,0
overdosed,16,0.007642594,0,0
woman,16,0.007642594,0,0
cheated,16,0.007642594,0,0
guy,16,0.007642594,0,0
Jan,16,0.007642594,0,0
1996,16,0.007642594,0,0
area,16,0.007642594,0,0
Born,16,0.007642594,0,0
required,16,0.007642594,0,0
fatigue,16,0.007642594,0,0
special,16,0.007642594,0.357142857,0.571428571
Public,16,0.007642594,0,0.066666667
Lexapro,16,0.007642594,0,0
noticed,16,0.007642594,0,0
failing,16,0.007642594,0,0
Dallas,16,0.007642594,0,0
whiskey,16,0.007642594,0,0
die,16,0.007642594,0,0
dealing,16,0.007642594,0,0
1718,16,0.007642594,0,0
thing,16,0.007642594,0,0
discharged,16,0.007642594,0,0
violence,16,0.007642594,0,0
ER,16,0.007642594,0,0
particularly,16,0.007642594,0.166666667,0.333333333
Wellbutrin,16,0.007642594,0,0
2005,16,0.007642594,0,0
loved,16,0.007642594,0.7,0.8
withdrew,16,0.007642594,0,0
blunts,16,0.007642594,0,0
Anxiety,16,0.007642594,0,0
serious,16,0.007642594,-0.333333333,0.666666667
1824,16,0.007642594,0,0
afterwards,16,0.007642594,0,0
1213,16,0.007642594,0,0
worst,16,0.007642594,-1,1
breaking,16,0.007642594,0,0
numb,16,0.007642594,-0.6,1
soccer,16,0.007642594,0,0
ecstasy,16,0.007642594,0,0
Last,16,0.007642594,0,0.066666667
refused,16,0.007642594,0,0
closer,16,0.007642594,0,0
Upon,16,0.007642594,0,0
effects,15,0.007164932,0,0
facility,15,0.007164932,0,0
love,15,0.007164932,0.5,0.6
abortion,15,0.007164932,0,0
believed,15,0.007164932,0,0
stole,15,0.007164932,0,0
entering,15,0.007164932,0,0
open,15,0.007164932,0,0.5
knowingly,15,0.007164932,0,0
am,15,0.007164932,0,0
graduate,15,0.007164932,0,0
IP,15,0.007164932,0,0
failed,15,0.007164932,-0.5,0.3
sxs,15,0.007164932,0,0
young,15,0.007164932,0.1,0.4
gained,15,0.007164932,0,0
parttime,15,0.007164932,0,0
Shortly,15,0.007164932,0,0.3
guilt,15,0.007164932,0,0
antidepressant,15,0.007164932,0,0
detox,15,0.007164932,0,0
Felt,15,0.007164932,0,0
510,15,0.007164932,0,0
Kansas,15,0.007164932,0,0
referred,15,0.007164932,0,0
safety,15,0.007164932,0,0
pretty,15,0.007164932,0.25,1
TX,15,0.007164932,0,0
course,15,0.007164932,0,0
state,15,0.007164932,0,0
100,15,0.007164932,0,0
third,15,0.007164932,0,0
seen,15,0.007164932,0,0
arguing,15,0.007164932,0,0
checks,15,0.007164932,0,0
Arrow,15,0.007164932,0,0
knife,15,0.007164932,0,0
2008,15,0.007164932,0,0
pleading,15,0.007164932,0,0
body,15,0.007164932,0,0
occasion,15,0.007164932,0,0
Mom,15,0.007164932,0,0
1986,15,0.007164932,0,0
bus,15,0.007164932,0,0
Pennsylvania,15,0.007164932,0,0
Childrens,15,0.007164932,0,0
check,15,0.007164932,0,0
Day,15,0.007164932,0,0
discontinued,15,0.007164932,0,0
coming,15,0.007164932,0,0
1825,15,0.007164932,0,0
violent,15,0.007164932,-0.8,1
accepted,15,0.007164932,0,0
brief,15,0.007164932,0,0.333333333
poor,15,0.007164932,-0.4,0.6
unknown,15,0.007164932,-0.1,0.6
afraid,15,0.007164932,-0.6,0.9
walk,15,0.007164932,0,0
obtain,15,0.007164932,0,0
helpful,15,0.007164932,0,0
brought,14,0.00668727,0,0
meetings,14,0.00668727,0,0
financially,14,0.00668727,0,0
dealer,14,0.00668727,0,0
Adderall,14,0.00668727,0,0
say,14,0.00668727,0,0
neighbor,14,0.00668727,0,0
Aug,14,0.00668727,0,0
disorder,14,0.00668727,0,0
consistently,14,0.00668727,0.25,0.25
2017,14,0.00668727,0,0
MDMA,14,0.00668727,0,0
riding,14,0.00668727,0,0
etc,14,0.00668727,0,0
Broken,14,0.00668727,-0.4,0.4
places,14,0.00668727,0,0
stressed,14,0.00668727,0,0
1994,14,0.00668727,0,0
law,14,0.00668727,0,0
forth,14,0.00668727,0,0
Went,14,0.00668727,0,0
1819,14,0.00668727,0,0
expelled,14,0.00668727,0,0
12th,14,0.00668727,0,0
unsure,14,0.00668727,0,0
firearm,14,0.00668727,0,0
checked,14,0.00668727,0,0
thinking,14,0.00668727,0,0
real,14,0.00668727,0.2,0.3
exposed,14,0.00668727,0,0
takes,14,0.00668727,0,0
Women,14,0.00668727,0,0
amounts,14,0.00668727,0,0
kidnapped,14,0.00668727,0,0
intoxicated,14,0.00668727,0,0
based,14,0.00668727,0,0
single,14,0.00668727,-0.071428571,0.214285714
arms,14,0.00668727,0,0
unemployed,14,0.00668727,0,0
20s,14,0.00668727,0,0
height,14,0.00668727,0,0
bottles,14,0.00668727,0,0
pregnancies,14,0.00668727,0,0
may,14,0.00668727,0,0
neck,14,0.00668727,0,0
paid,14,0.00668727,0,0
neighborhood,14,0.00668727,0,0
everyone,14,0.00668727,0,0
Drinks,14,0.00668727,0,0
gay,14,0.00668727,0.416666667,0.583333333
passing,14,0.00668727,0,0
domestic,14,0.00668727,0,0.1
success,14,0.00668727,0.3,0
campus,14,0.00668727,0,0
socialize,14,0.00668727,0,0
Junior,14,0.00668727,0,0
watch,14,0.00668727,0,0
groups,14,0.00668727,0,0
healthy,14,0.00668727,0.5,0.5
68,14,0.00668727,0,0
robbed,14,0.00668727,0,0
legal,14,0.00668727,0.2,0.2
2g,14,0.00668727,0,0
Arkansas,14,0.00668727,0,0
youth,14,0.00668727,0,0
supposed,14,0.00668727,0,0
girlfriends,14,0.00668727,0,0
income,14,0.00668727,0,0
Oxycodone,14,0.00668727,0,0
burglary,14,0.00668727,0,0
gets,14,0.00668727,0,0
scared,14,0.00668727,0,0
household,13,0.006209608,0,0
damage,13,0.006209608,0,0
causing,13,0.006209608,0,0
enjoys,13,0.006209608,0,0
act,13,0.006209608,0,0
trips,13,0.006209608,0,0
behavioral,13,0.006209608,0,0
Stillwater,13,0.006209608,0,0
courses,13,0.006209608,0,0
bc,13,0.006209608,0,0
line,13,0.006209608,0,0
stand,13,0.006209608,0,0
Maternal,13,0.006209608,0,0
interests,13,0.006209608,0,0
fact,13,0.006209608,0,0
bedroom,13,0.006209608,0,0
OxyContin,13,0.006209608,0,0
Effexor,13,0.006209608,0,0
1991,13,0.006209608,0,0
1999,13,0.006209608,0,0
1998,13,0.006209608,0,0
office,13,0.006209608,0,0
speak,13,0.006209608,0,0
hang,13,0.006209608,0,0
hand,13,0.006209608,0,0
shared,13,0.006209608,0,0
whenever,13,0.006209608,0,0
worry,13,0.006209608,0,0
Before,13,0.006209608,0,0
you,13,0.006209608,0,0
track,13,0.006209608,0,0
learned,13,0.006209608,0,0
actually,13,0.006209608,0,0.1
Current,13,0.006209608,0,0.4
anymore,13,0.006209608,0,0
Nov,13,0.006209608,0,0
distressing,13,0.006209608,0,0
Oxford,13,0.006209608,0,0
experimented,13,0.006209608,0,0
hx,13,0.006209608,0,0
credit,13,0.006209608,0,0
inappropriate,13,0.006209608,0,0
touching,13,0.006209608,0.5,0.5
participated,13,0.006209608,0,0
especially,13,0.006209608,0,1
deployed,13,0.006209608,0,0
road,13,0.006209608,0,0
Liquor,13,0.006209608,0,0
blood,13,0.006209608,0,0
11th,13,0.006209608,0,0
30mg,13,0.006209608,0,0
2001,13,0.006209608,0,0
retail,13,0.006209608,0,0
tearful,13,0.006209608,0,0
weapon,13,0.006209608,0,0
supportive,13,0.006209608,0.5,1
Two,13,0.006209608,0,0
1985,13,0.006209608,0,0
1988,13,0.006209608,0,0
shooting,13,0.006209608,0,0
47,13,0.006209608,0,0
phone,13,0.006209608,0,0
antidepressants,13,0.006209608,0,0
Still,13,0.006209608,0,0
regarding,13,0.006209608,0,0
bowl,13,0.006209608,0,0
developed,13,0.006209608,0.1,0.3
numerous,13,0.006209608,0,0.5
distress,13,0.006209608,0,0
adoptive,13,0.006209608,0,0
junior,13,0.006209608,0,0
Joint,13,0.006209608,0,0
summers,13,0.006209608,0,0
restaurant,13,0.006209608,0,0
murdered,13,0.006209608,0,0
here,12,0.005731946,0,0
hurt,12,0.005731946,0,0
lessons,12,0.005731946,0,0
hated,12,0.005731946,-0.9,0.7
fatigued,12,0.005731946,0,0
Northeastern,12,0.005731946,0,0
2530,12,0.005731946,0,0
illness,12,0.005731946,0,0
cannabis,12,0.005731946,0,0
mean,12,0.005731946,-0.3125,0.6875
company,12,0.005731946,0,0
For,12,0.005731946,0,0
Florida,12,0.005731946,0,0
whole,12,0.005731946,0.2,0.4
affairs,12,0.005731946,0,0
us,12,0.005731946,0,0
should,12,0.005731946,0,0
Medical,12,0.005731946,0,0
miscarriage,12,0.005731946,0,0
petty,12,0.005731946,0,0
Around,12,0.005731946,0,0
names,12,0.005731946,0,0
increase,12,0.005731946,0,0
card,12,0.005731946,0,0
12XMonth,12,0.005731946,0,0
halfsister,12,0.005731946,0,0
altercation,12,0.005731946,0,0
speed,12,0.005731946,0,0
endorsed,12,0.005731946,0,0
supervised,12,0.005731946,0,0
strong,12,0.005731946,0.433333333,0.733333333
history,12,0.005731946,0,0
pushed,12,0.005731946,0,0
recalled,12,0.005731946,0,0
ready,12,0.005731946,0.2,0.5
overweight,12,0.005731946,0,0
TU,12,0.005731946,0,0
dosage,12,0.005731946,0,0
1981,12,0.005731946,0,0
Claremore,12,0.005731946,0,0
1995,12,0.005731946,0,0
violation,12,0.005731946,0,0
US,12,0.005731946,0,0
bond,12,0.005731946,0,0
classmates,12,0.005731946,0,0
Valium,12,0.005731946,0,0
consumed,12,0.005731946,0,0
dog,12,0.005731946,0,0
CA,12,0.005731946,0,0
cant,12,0.005731946,0,0
dead,12,0.005731946,-0.2,0.4
manager,12,0.005731946,0,0
frequent,12,0.005731946,0.1,0.3
wake,12,0.005731946,0,0
breast,12,0.005731946,0,0
consuming,12,0.005731946,0,0
Prison,12,0.005731946,0,0
bio,12,0.005731946,0,0
adjusting,12,0.005731946,0,0
initiating,12,0.005731946,0,0
methamphetamines,12,0.005731946,0,0
daycare,12,0.005731946,0,0
coworker,12,0.005731946,0,0
routine,12,0.005731946,0,0
beaten,12,0.005731946,0,0
sitting,12,0.005731946,0,0
writing,12,0.005731946,0,0
free,12,0.005731946,0.4,0.8
nightmares,12,0.005731946,0,0
coach,12,0.005731946,0,0
cashier,12,0.005731946,0,0
ideation,12,0.005731946,0,0
cops,12,0.005731946,0,0
computer,12,0.005731946,0,0
freshman,12,0.005731946,0,0
violated,12,0.005731946,0,0
1920,12,0.005731946,0,0
Army,12,0.005731946,0,0
briefly,12,0.005731946,0,0.333333333
spouse,12,0.005731946,0,0
fiancé,12,0.005731946,0,0
noted,12,0.005731946,0,0
separation,12,0.005731946,0,0
Disorder,12,0.005731946,0,0
motor,12,0.005731946,0,0
irritability,12,0.005731946,0,0
piano,12,0.005731946,0,0
watching,12,0.005731946,0,0
wall,12,0.005731946,0,0
devastated,12,0.005731946,0,0
adoption,12,0.005731946,0,0
four,11,0.005254283,0,0
Does,11,0.005254283,0,0
stabbed,11,0.005254283,0,0
intake,11,0.005254283,0,0
Then,11,0.005254283,0,0
argue,11,0.005254283,0,0
played,11,0.005254283,0,0
manufacturing,11,0.005254283,0,0
dollars,11,0.005254283,0,0
ADHD,11,0.005254283,0,0
juvenile,11,0.005254283,-0.25,0.25
DEPRESSIVE,11,0.005254283,0,0
knee,11,0.005254283,0,0
pull,11,0.005254283,0,0
pass,11,0.005254283,0,0
tested,11,0.005254283,0,0
Lowest,11,0.005254283,0,0
session,11,0.005254283,0,0
showed,11,0.005254283,0,0
cry,11,0.005254283,0,0
hoping,11,0.005254283,0,0
emergency,11,0.005254283,0,0
OP,11,0.005254283,0,0
receive,11,0.005254283,0,0
makes,11,0.005254283,0,0
system,11,0.005254283,0,0
Iraq,11,0.005254283,0,0
repeat,11,0.005254283,0,0
officially,11,0.005254283,0,0
aware,11,0.005254283,0.25,0.25
1990,11,0.005254283,0,0
purging,11,0.005254283,0,0
Sep,11,0.005254283,0,0
EPISODE,11,0.005254283,0,0
dying,11,0.005254283,0,0
test,11,0.005254283,0,0
trial,11,0.005254283,0,0
incidents,11,0.005254283,0,0
unauthorized,11,0.005254283,0,0
cannot,11,0.005254283,0,0
sadness,11,0.005254283,0,0
ball,11,0.005254283,0,0
houses,11,0.005254283,0,0
else,11,0.005254283,0,0
ordered,11,0.005254283,0,0
sought,11,0.005254283,0,0
Enjoyed,11,0.005254283,0.5,0.7
2534,11,0.005254283,0,0
12x,11,0.005254283,0,0
hopeful,11,0.005254283,0,0
lives,11,0.005254283,0,0
wrists,11,0.005254283,0,0
regular,11,0.005254283,0,0.076923077
near,11,0.005254283,0.1,0.4
kid,11,0.005254283,0,0
commit,11,0.005254283,0,0
skip,11,0.005254283,0,0
eldest,11,0.005254283,0,0
nearly,11,0.005254283,0.1,0.4
think,11,0.005254283,0,0
worrying,11,0.005254283,0,0
speech,11,0.005254283,0,0
enjoying,11,0.005254283,0.5,0.6
drugged,11,0.005254283,0,0
Only,11,0.005254283,0,1
acting,11,0.005254283,0,0
forward,11,0.005254283,0,0
regularly,11,0.005254283,0,0.076923077
Klonopin,11,0.005254283,0,0
tests,11,0.005254283,0,0
hair,11,0.005254283,0,0
49,11,0.005254283,0,0
excelled,11,0.005254283,0,0
andor,11,0.005254283,0,0
isolated,11,0.005254283,0,0
NICU,11,0.005254283,0,0
spite,11,0.005254283,0,0
situations,11,0.005254283,0,0
55,11,0.005254283,0,0
51,11,0.005254283,0,0
52,11,0.005254283,0,0
today,11,0.005254283,0,0
teased,11,0.005254283,0,0
white,11,0.005254283,0,0
cheerleading,11,0.005254283,0,0
Is,11,0.005254283,0,0
psychologist,11,0.005254283,0,0
finds,11,0.005254283,0,0
include,11,0.005254283,0,0
struggles,11,0.005254283,0,0
our,11,0.005254283,0,0
student,11,0.005254283,0,0
cooking,10,0.004776621,0,0
increasing,10,0.004776621,0,0
